,name,company,year,fuel_type,kms_driven,Price
362,Honda City 1.5 V MT Exclusive,Honda,2010,Petrol,400000,240000.0
363,Chevrolet Spark LT 1.0 Airbag,Chevrolet,2009,Petrol,44000,110000.0
364,Mahindra Jeep MM 550 XDB,Mahindra,2019,Diesel,60,390000.0
365,Renault Duster 110PS Diesel RxZ,Renault,2012,Diesel,35000,501000.0
366,Mahindra XUV500,Mahindra,2016,Diesel,72000,1130000.0
367,Tata Indigo eCS VX CR4 BS IV,Tata,2014,Diesel,40000,250000.0
369,Mahindra Bolero SLE BS IV,Mahindra,2013,Diesel,80200,330000.0
370,Force Motors Force One LX ABS 7 STR,Force,2015,Diesel,3200,580000.0
371,Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,2013,Diesel,48000,340000.0
372,Tata Vista Quadrajet VX,Tata,2011,Diesel,90000,120000.0
373,Maruti Suzuki Alto K10 VXi AT,Maruti,2015,Petrol,12000,265000.0
374,Maruti Suzuki SX4,Maruti,2012,Diesel,46000,265000.0
375,Maruti Suzuki Zen LXi BS III,Maruti,2003,Petrol,69900,85000.0
376,Mahindra Jeep CL550 MDI,Mahindra,2019,Diesel,0,379000.0
377,Hyundai i10 Magna 1.2,Hyundai,2011,Petrol,45000,175000.0
378,Maruti Suzuki Alto 800,Maruti,2015,Petrol,5000,219000.0
379,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2016,Diesel,166000,350000.0
380,Honda City ZX EXi,Honda,2008,Petrol,42000,149000.0
381,Mahindra Jeep CL550 MDI,Mahindra,2018,Diesel,588,385000.0
382,Mahindra Jeep MM 550 XDB,Mahindra,2006,Diesel,122,425000.0
383,Chevrolet Beat Diesel,Chevrolet,2017,Diesel,62000,150000.0
384,Honda City 1.5 S MT,Honda,2010,Petrol,70000,225000.0
386,Hyundai Verna 1.4 VTVT,Hyundai,2014,Petrol,36000,375000.0
387,Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,2012,Diesel,0,770000.0
388,Maruti Suzuki Alto 800 Lxi,Maruti,2018,Petrol,24000,257857.142857
389,Maruti Suzuki Maruti 800 Std – Befo,Maruti,1995,Petrol,55000,30000.0
390,Toyota Etios,Toyota,2011,Diesel,36000,275000.0
391,Volkswagen Polo,Volkswagen,2015,Diesel,38000,330000.0
392,Maruti Suzuki Swift,Maruti,2014,Diesel,55000,335000.0
393,Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015,Diesel,20000,450000.0
394,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,Petrol,40000,225000.0
396,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,Petrol,50000,80000.0
397,Tata Indigo LX TDI BS III,Tata,2016,Diesel,104000,130000.0
398,Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,Diesel,65000,245000.0
399,Mercedes Benz C Class 200 CDI Classic,Mercedes,2002,Petrol,41000,399000.0
400,Maruti Suzuki Ertiga VDi,Maruti,2013,Diesel,90000,450000.0
402,Honda City,Honda,2000,Petrol,80000,65000.0
403,Hyundai Santro Xing GLS,Hyundai,2006,Petrol,46000,75000.0
404,Maruti Suzuki Omni Limited Edition,Maruti,2001,Petrol,70000,70000.0
405,Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017,Diesel,36469,190000.0
406,Hyundai Elite i20 Sportz 1.2,Hyundai,2018,Petrol,7800,600000.0
407,Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,Diesel,65000,245000.0
408,Maruti Suzuki Alto 800 Lxi,Maruti,2017,Petrol,60000,240000.0
409,Maruti Suzuki Alto LXi BS III,Maruti,2011,Petrol,32000,155000.0
410,Honda Jazz S MT,Honda,2009,Petrol,24695,169999.0
411,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,Petrol,15141,450000.0
412,Maruti Suzuki Zen LXi BSII,Maruti,2001,Petrol,40000,40000.0
413,Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,Diesel,65000,165000.0
415,Maruti Suzuki Alto K10 VXi,Maruti,2014,Petrol,22000,270000.0
416,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,Diesel,59910,280000.0
417,Mahindra XUV500 W8,Mahindra,2012,Diesel,100000,560000.0
418,Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016,Petrol,25000,950000.0
419,Hyundai i20 Magna O 1.2,Hyundai,2013,Petrol,35000,310000.0
420,Renault Duster 85 PS RxL Explore LE,Renault,2015,Diesel,65000,715000.0
421,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,Petrol,35000,340000.0
422,Honda Brio V MT,Honda,2012,Petrol,33000,235000.0
423,Mahindra TUV300 T4 Plus,Mahindra,2017,Diesel,68000,610000.0
424,Chevrolet Spark LS 1.0,Chevrolet,2010,Petrol,23000,95000.0
425,Mahindra TUV300 T8,Mahindra,2018,Diesel,4500,1000000.0
426,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,Diesel,129000,220000.0
427,Nissan X Trail Select Variant,Nissan,2019,Diesel,300,1200000.0
428,Maruti Suzuki Alto 800 Vxi,Maruti,2015,Petrol,5000,230000.0
429,Ford Ikon 1.3 CLXi NXt Finesse,Ford,2001,Petrol,65000,45000.0
430,Toyota Fortuner 3.0 4x4 MT,Toyota,2010,Diesel,131000,940000.0
431,Tata Manza ELAN Quadrajet,Tata,2010,Petrol,111111,155555.0
434,Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013,Petrol,14000,1500000.0
435,Chevrolet Beat LS Diesel,Chevrolet,2016,Diesel,22000,210000.0
436,Ford EcoSport Trend 1.5L TDCi,Ford,2013,Diesel,38000,495000.0
437,Tata Indigo LS,Tata,2016,Diesel,70000,125000.0
438,Hyundai i20 Magna 1.2,Hyundai,2010,Petrol,36000,195000.0
439,Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015,Diesel,34000,550000.0
440,Renault Kwid RXT,Renault,2015,Petrol,43000,270000.0
442,Ford EcoSport Titanium 1.5L TDCi,Ford,2014,Diesel,40000,500000.0
443,Honda Amaze 1.5 E i DTEC,Honda,2016,Diesel,160000,240000.0
444,Hyundai Verna 1.6 EX VTVT,Hyundai,2017,Petrol,12000,800000.0
445,BMW 5 Series 520d Sedan,BMW,2011,Diesel,49000,1299000.0
446,Skoda Superb 1.8 TFSI AT,Skoda,2011,Petrol,68000,530000.0
447,Audi Q3 2.0 TDI quattro Premium,Audi,2013,Diesel,37000,1499000.0
448,Mahindra Bolero DI BSII,Mahindra,2012,Diesel,59466,220000.0
449,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2011,Petrol,16000,128333.333333
450,Mahindra Scorpio S10,Mahindra,2015,Diesel,97200,900000.0
451,Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012,Diesel,99000,250000.0
452,Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,Petrol,25500,395000.0
453,Mahindra Logan Diesel 1.5 DLS,Mahindra,2009,Petrol,66000,130000.0
454,Tata Nano GenX XMA,Tata,2010,Petrol,44005,32000.0
455,Mahindra TUV300 T4 Plus,Mahindra,2016,Diesel,35000,540000.0
456,Mahindra TUV300 T4 Plus,Mahindra,2016,Diesel,35000,540000.0
457,Hyundai Elite i20 Magna 1.2,Hyundai,2015,Petrol,28000,405000.0
458,Hyundai Elite i20 Magna 1.2,Hyundai,2015,Petrol,30000,400000.0
459,Honda City SV,Honda,2017,Petrol,4000,760000.0
460,Maruti Suzuki Baleno Delta 1.2,Maruti,2016,Petrol,28000,500000.0
461,Ford Figo Petrol LXI,Ford,2011,Petrol,75000,175000.0
462,Mahindra Scorpio S10,Mahindra,2015,Diesel,97200,900000.0
463,Honda City,Honda,2017,Petrol,3000,750000.0
464,Hyundai Elite i20 Magna 1.2,Hyundai,2015,Petrol,20000,419000.0
465,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,Petrol,50000,90000.0
466,Hyundai Eon Era Plus,Hyundai,2018,Petrol,2110,140000.0
467,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,Petrol,43222,1540000.0
468,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,Petrol,100200,275000.0
469,Toyota Corolla H2,Toyota,2003,Petrol,100000,150000.0
470,Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,Petrol,65,230000.0
471,Tata Indigo CS eLS BS IV,Tata,2015,Diesel,100000,123000.0
472,Mahindra Scorpio S10,Mahindra,2015,Diesel,97200,900000.0
473,Mahindra Scorpio S10,Mahindra,2015,Diesel,97200,900000.0
474,Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,Diesel,140000,300000.0
475,Honda City,Honda,2015,Petrol,55000,499999.0
476,Hyundai Accent Executive Edition,Hyundai,2009,Petrol,48000,165000.0
477,Maruti Suzuki Baleno Delta 1.2,Maruti,2016,Petrol,22000,498000.0
478,Tata Zest XE 75 PS Diesel,Tata,2018,Diesel,103553,480000.0
479,Maruti Suzuki Dzire LDI,Maruti,2017,Diesel,80000,488000.0
480,Tata Sumo Gold LX BS IV,Tata,2014,Diesel,99000,250000.0
481,Toyota Corolla Altis GL Petrol,Toyota,2010,Petrol,58000,220000.0
482,Maruti Suzuki Eeco 7 STR,Maruti,2013,LPG,70000,290000.0
483,Toyota Fortuner 3.0 4x2 MT,Toyota,2015,Diesel,120000,1525000.0
484,Mahindra XUV500 W6,Mahindra,2013,Diesel,49800,548900.0
485,Tata Tigor Revotron XZ,Tata,2019,Diesel,100,650000.0
486,Maruti Suzuki 800,Maruti,2001,Petrol,81876,55000.0
487,Maruti Suzuki Ertiga Vxi,Maruti,2015,Petrol,75000,550000.0
488,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,Petrol,50000,90000.0
489,Honda Mobilio S i DTEC,Honda,2014,Diesel,44000,399000.0
490,Maruti Suzuki Ertiga,Maruti,2016,Diesel,55000,730000.0
491,Maruti Suzuki Vitara Brezza,Maruti,2017,Diesel,36000,725000.0
492,Hyundai Verna 1.6 CRDI E,Hyundai,2016,Diesel,56000,195000.0
493,Maruti Suzuki Swift VXI BSIII,Maruti,2007,Petrol,62000,130000.0
494,Toyota Fortuner 3.0 4x2 MT,Toyota,2015,Diesel,120000,1525000.0
495,Maruti Suzuki Omni Select Variant,Maruti,2014,Petrol,6020,190000.0
496,Honda Amaze,Honda,2013,Diesel,55700,250000.0
497,Tata Indica,Tata,2005,Petrol,42000,80000.0
498,Hyundai Santro Xing,Hyundai,2003,Petrol,50000,120000.0
499,Maruti Suzuki Zen Estilo,Maruti,2010,Petrol,35000,149000.0
500,Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,Petrol,18500,250000.0
501,Maruti Suzuki Wagon R,Maruti,2007,Petrol,7000,120000.0
502,Honda Brio VX AT,Honda,2017,Petrol,11000,450000.0
503,Hyundai Xcent Base 1.1 CRDi,Hyundai,2015,Diesel,180000,300000.0
504,Maruti Suzuki Zen LXi BSII,Maruti,2003,Petrol,53000,99999.0
505,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,Petrol,23000,135000.0
506,Maruti Suzuki Wagon R Select Variant,Maruti,2016,Diesel,35500,225000.0
507,Maruti Suzuki Alto LXi BS III,Maruti,2010,Petrol,22134,99000.0
508,Renault Kwid RXT,Renault,2019,Petrol,1000,370000.0
509,Tata Nano Lx BSIV,Tata,2010,Petrol,9000,52000.0
510,Jaguar XE XE Portfolio,Jaguar,2016,Petrol,8500,2800000.0
511,Hyundai Xcent S 1.2,Hyundai,2015,Petrol,35000,430000.0
512,Hyundai Eon Magna Plus,Hyundai,2014,Petrol,35000,190000.0
513,Honda City 1.5 S MT,Honda,2014,Petrol,22000,499000.0
514,Hindustan Motors Ambassador,Hindustan,2002,Diesel,25000,90000.0
515,Maruti Suzuki Ritz GENUS VXI,Maruti,2010,Petrol,40000,149000.0
516,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,Petrol,20000,400000.0
517,Hyundai Eon D Lite Plus,Hyundai,2016,Petrol,87000,120000.0
518,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,Petrol,55000,250000.0
519,Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,Petrol,23000,375000.0
520,Honda Amaze 1.2 VX i VTEC,Honda,2014,Petrol,6000,381000.0
521,Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,Petrol,65000,180000.0
522,Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,Diesel,25000,580000.0
523,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,Petrol,39000,278000.0
524,Toyota Innova 2.0 V,Toyota,2009,Diesel,15574,530000.0
525,Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,Petrol,8000,1000000.0
526,Mahindra Scorpio Vlx BSIV,Mahindra,2013,Diesel,75000,690000.0
527,Maruti Suzuki Ertiga VDi,Maruti,2012,Diesel,51000,480000.0
528,Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,Petrol,50000,85000.0
529,Maruti Suzuki Maruti 800 AC,Maruti,2001,Petrol,75000,40000.0
530,Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,Petrol,55800,90000.0
531,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,Petrol,53000,340000.0
532,Hyundai Eon D Lite Plus,Hyundai,2018,Petrol,25000,260000.0
533,Ford Fiesta SXi 1.6 ABS,Ford,2009,Petrol,56400,250000.0
534,Maruti Suzuki Ritz VDi,Maruti,2010,Diesel,72160,180000.0
535,Hyundai Verna Fluidic New,Hyundai,2012,Diesel,10000,350000.0
536,Maruti Suzuki Wagon R LXi BS III,Maruti,2006,Petrol,48000,90001.0
537,Maruti Suzuki Estilo LX BS IV,Maruti,2007,Petrol,36000,115000.0
538,Audi A6 2.0 TDI Premium,Audi,2012,Diesel,11500,1599000.0
539,Maruti Suzuki Wagon R LXi BS III,Maruti,2003,Petrol,133000,130000.0
540,Maruti Suzuki Wagon R,Maruti,2009,Petrol,27000,159000.0
541,Maruti Suzuki Wagon R,Maruti,2009,Petrol,35000,160000.0
542,Maruti Suzuki Alto,Maruti,2010,Petrol,55000,110000.0
543,Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,Petrol,40000,425000.0
544,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,Petrol,2000,900000.0
545,Maruti Suzuki Swift GLAM,Maruti,2009,Petrol,45000,150000.0
546,Hyundai Getz Prime 1.3 GVS,Hyundai,2009,Petrol,20000,110000.0
547,Hyundai Santro,Hyundai,2000,Petrol,88000,51999.0
548,Hyundai Getz Prime 1.3 GLX,Hyundai,2009,Petrol,20000,115000.0
549,Chevrolet Beat PS Diesel,Chevrolet,2012,Diesel,65422,215000.0
550,Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,Petrol,10000,580000.0
551,Maruti Suzuki Dzire ZXI,Maruti,2013,Petrol,35000,380000.0
552,Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,Diesel,117000,350000.0
553,Tata Indica V2 DLG,Tata,2005,Diesel,150000,35000.0
554,BMW X1 xDrive20d xLine,BMW,2011,Diesel,72000,1150000.0
555,Hyundai i20 Asta 1.2,Hyundai,2010,Petrol,10750,300000.0
556,Honda City 1.5 V AT,Honda,2009,Petrol,55000,269000.0
557,Tata Nano,Tata,2013,Petrol,6800,60000.0
558,Chevrolet Cruze LTZ AT,Chevrolet,2014,Diesel,41000,400000.0
559,Hyundai Verna Fluidic New,Hyundai,2015,Diesel,73000,430000.0
561,Maruti Suzuki Swift Dzire VDi,Maruti,2011,Diesel,65000,140000.0
562,Mahindra XUV500 W6,Mahindra,2014,Diesel,45000,8500003.0
563,Mahindra XUV500 W10,Mahindra,2018,Diesel,40000,1299000.0
564,Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,Petrol,37000,199000.0
565,Hyundai Accent GLE,Hyundai,2006,Petrol,55000,90000.0
566,Force Motors One SUV,Force,2013,Diesel,140000,550000.0
567,Datsun Go Plus T O,Datsun,2016,Petrol,5,237000.0
568,Maruti Suzuki Alto,Maruti,2019,Petrol,9800,265000.0
569,Chevrolet Spark 1.0 LT,Chevrolet,2011,Petrol,27000,100000.0
570,Hyundai i10,Hyundai,2009,Petrol,27000,215000.0
571,Toyota Etios Liva GD,Toyota,2012,Diesel,20000,380000.0
572,Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,Diesel,57923,401919.0
573,Chevrolet Enjoy,Chevrolet,2014,Diesel,30201,490000.0
574,Maruti Suzuki Alto 800 Lxi,Maruti,2017,Petrol,6200,280000.0
575,BMW 5 Series 530i,BMW,2009,Petrol,37518,650000.0
576,Toyota Etios Liva G,Toyota,2014,Petrol,24652,160000.0
577,Mahindra Jeep MM 550 XDB,Mahindra,2004,Diesel,383,424000.0
578,Chevrolet Beat LS Diesel,Chevrolet,2016,Diesel,95000,225000.0
579,Chevrolet Cruze LTZ,Chevrolet,2011,Diesel,35000,350000.0
580,Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,Diesel,3528,950000.0
581,Maruti Suzuki Ertiga VDi,Maruti,2013,Diesel,52500,485000.0
582,Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,Diesel,47900,205000.0
583,Maruti Suzuki Omni,Maruti,2012,Petrol,14000,160000.0
584,Maruti Suzuki Celerio VDi,Maruti,2018,Petrol,37000,310000.0
585,Tata Zest Quadrajet 1.3,Tata,2017,Diesel,90000,180000.0
586,Mahindra XUV500 W6,Mahindra,2013,Diesel,52800,549900.0
587,Tata Indigo CS eLX BS IV,Tata,2016,Diesel,104000,150000.0
588,Hyundai i10 Era,Hyundai,2011,Petrol,30000,175000.0
589,Tata Indigo eCS LX TDI BS III,Tata,2014,Diesel,195000,95000.0
590,Tata Indigo LX TDI BS III,Tata,2016,Diesel,104000,230000.0
591,Tata Indigo eCS LX CR4 BS IV,Tata,2016,Diesel,104000,230000.0
592,Tata Indigo Marina LS,Tata,2004,Diesel,70000,180000.0
594,Hyundai Xcent SX 1.2,Hyundai,2015,Diesel,43000,400000.0
595,Hyundai Eon Magna Plus,Hyundai,2013,Petrol,23000,185000.0
596,Renault Duster 85 PS RxL Diesel,Renault,2015,Diesel,51000,385000.0
597,Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,Petrol,62000,90000.0
598,Tata Nano LX Special Edition,Tata,2010,Petrol,48008,32000.0
600,Renault Duster 110 PS RxZ Diesel,Renault,2013,Diesel,39000,435000.0
601,Maruti Suzuki Wagon R AX BSIV,Maruti,2010,Petrol,40000,225000.0
602,Maruti Suzuki Swift,Maruti,2006,Petrol,48247,189700.0
603,Maruti Suzuki Ertiga,Maruti,2012,Diesel,39000,389700.0
604,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,Petrol,23000,365000.0
605,Maruti Suzuki Alto K10 New,Maruti,2017,Petrol,9400,360000.0
606,Hyundai i20 Magna,Hyundai,2010,Petrol,50000,210000.0
607,Hyundai i10 Magna 1.2,Hyundai,2009,Petrol,75000,170000.0
609,Tata Zest XE 75 PS Diesel,Tata,2017,Diesel,70000,380000.0
610,Mahindra Xylo E8,Mahindra,2009,Diesel,64000,295000.0
611,Toyota Corolla Altis GL Petrol,Toyota,2010,Petrol,55000,185000.0
612,Tata Manza Aqua Quadrajet,Tata,2014,Diesel,200000,160000.0
613,Mahindra KUV100 K8 D 6 STR,Mahindra,2018,Diesel,7500,560000.0
615,Renault Kwid 1.0,Renault,2018,Petrol,2137,290000.0
617,Tata Venture EX 8 STR,Tata,2013,Diesel,30000,100000.0
618,Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,Petrol,44000,315000.0
619,Maruti Suzuki Alto LX BSII,Maruti,2002,Petrol,56000,55005.0
620,Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,Diesel,65000,114990.0
621,Maruti Suzuki Omni LPG BS IV,Maruti,2012,LPG,160000,120000.0
622,Chevrolet Beat Diesel,Chevrolet,2011,Diesel,56000,125000.0
623,Tata Sumo Gold EX BS IV,Tata,2012,Diesel,75000,210000.0
625,Hyundai Verna 1.6 CRDI SX,Hyundai,2018,Diesel,42000,855000.0
626,Tata Sumo Gold EX BS IV,Tata,2012,Diesel,75000,210000.0
627,Mahindra Scorpio 2.6 CRDe,Mahindra,2007,Diesel,56000,260000.0
628,Maruti Suzuki Zen LXi BS III,Maruti,2002,Petrol,10544,95000.0
629,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,Petrol,64000,255000.0
630,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,Diesel,70000,300000.0
631,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,Petrol,25000,340000.0
632,Hyundai Elite i20 Sportz 1.2,Hyundai,2017,Petrol,15000,550000.0
633,Ford Ikon 1.6 Nxt,Ford,2003,Petrol,50000,60000.0
634,Hyundai Elite i20 Sportz 1.2,Hyundai,2015,Petrol,49500,400000.0
636,Toyota Innova 2.5 V 7 STR,Toyota,2011,Diesel,147000,750000.0
637,Nissan Sunny XL,Nissan,2011,Petrol,52000,230000.0
638,Chevrolet Beat LT Diesel,Chevrolet,2012,Diesel,90001,130000.0
639,Maruti Suzuki Alto 800 Lxi,Maruti,2017,Petrol,21000,270000.0
640,Maruti Suzuki Swift VDi BS IV,Maruti,2012,Diesel,48006,280000.0
641,Maruti Suzuki Swift VDi BS IV,Maruti,2012,Diesel,48006,280000.0
642,Maruti Suzuki Swift,Maruti,2012,Diesel,48006,280000.0
644,Toyota Innova 2.0 G4,Toyota,2012,Diesel,80000,600000.0
646,Maruti Suzuki Swift VDi ABS,Maruti,2010,Diesel,74000,190000.0
647,Hyundai Elite i20 Asta 1.2,Hyundai,2015,Petrol,22000,500000.0
648,Mahindra XUV500 W10,Mahindra,2016,Diesel,41000,1065000.0
649,Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,Diesel,25000,350000.0
650,Toyota Etios Liva Diesel,Toyota,2012,Diesel,85000,350000.0
651,Mahindra TUV300 T4 Plus,Mahindra,2016,Diesel,29500,540000.0
652,Hyundai Elite i20 Asta 1.2,Hyundai,2015,Petrol,30000,470000.0
653,Hyundai Santro Xing GLS,Hyundai,2014,Petrol,57000,179000.0
654,Maruti Suzuki Zen LXi BS III,Maruti,2003,Petrol,60000,48000.0
655,Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,Petrol,50000,650000.0
656,Hyundai Eon Era Plus,Hyundai,2013,Petrol,39700,190000.0
657,Hyundai Elantra 1.8 S,Hyundai,2012,Petrol,65000,500000.0
658,Maruti Suzuki Swift VDi,Maruti,2010,Diesel,67000,270000.0
659,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,Petrol,46000,125000.0
660,Hyundai Eon Era Plus,Hyundai,2012,Petrol,38000,188000.0
661,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,Petrol,27000,380000.0
662,Hyundai Verna Fluidic New,Hyundai,2011,Diesel,43000,365000.0
663,Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,Petrol,47000,465000.0
664,Hyundai i20 Magna,Hyundai,2011,Petrol,42000,240000.0
665,Chevrolet Beat Diesel,Chevrolet,2016,Diesel,19336,179999.0
666,Tata Indica eV2 LS,Tata,2015,Diesel,60105,140000.0
667,Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,Diesel,29000,2190000.0
668,Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,Diesel,34000,2390000.0
669,BMW 3 Series 320d Sedan,BMW,2011,Diesel,35000,1075000.0
670,Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,Petrol,22000,475000.0
671,BMW X1 sDrive20d,BMW,2012,Diesel,41000,1025000.0
672,Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,Diesel,21000,615000.0
673,Maruti Suzuki Ertiga LDi,Maruti,2013,Diesel,48000,475000.0
674,Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,Petrol,38000,270000.0
675,Honda City SV,Honda,2014,Diesel,34000,475000.0
676,Volkswagen Vento Comfortline Petrol,Volkswagen,2011,Petrol,45933,240000.0
677,Honda City 1.5 EXi New,Honda,2005,Petrol,68000,120000.0
678,Audi A4 2.0 TDI 177bhp Premium,Audi,2016,Diesel,44000,1900000.0
679,Mahindra KUV100,Mahindra,2017,Diesel,35000,360000.0
680,Tata Zest XE 75 PS Diesel,Tata,2018,Diesel,102563,450000.0
681,Mahindra XUV500 W8,Mahindra,2015,Diesel,28600,900000.0
682,Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,Diesel,41800,650000.0
683,Tata Sumo Gold LX BS IV,Tata,2014,Diesel,116000,275000.0
684,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,Petrol,59000,210000.0
685,Mahindra Scorpio 2.6 SLX,Mahindra,2004,Diesel,58000,175000.0
686,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,Petrol,45000,85000.0
687,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,Diesel,42590,1490000.0
688,Renault Duster,Renault,2014,Diesel,7400,800000.0
689,Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,Diesel,54500,450000.0
690,Maruti Suzuki Ertiga Vxi,Maruti,2012,Diesel,200000,1000000.0
691,Audi A4 2.0 TDI 177bhp Premium,Audi,2013,Diesel,27000,1510000.0
692,Volvo S80 Summum D4,Volvo,2015,Diesel,42000,1850000.0
693,Toyota Corolla Altis VL AT Petrol,Toyota,2014,Petrol,29000,790000.0
694,Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,Diesel,37000,1725000.0
695,Chevrolet Beat LT Petrol,Chevrolet,2012,Petrol,36000,135000.0
696,BMW X1,BMW,2011,Diesel,34000,1000000.0
697,Datsun Redi GO S,Datsun,2018,Petrol,7000,299999.0
698,Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,Diesel,76000,1225000.0
699,Mahindra Scorpio SLX,Mahindra,2004,Diesel,60000,175000.0
700,Volkswagen Vento Comfortline Diesel,Volkswagen,2011,Diesel,95000,200000.0
701,Tata Indigo CS GLS,Tata,2017,Diesel,50000,270000.0
702,Ford Figo Petrol Titanium,Ford,2019,Petrol,0,525000.0
703,Honda City ZX GXi,Honda,2006,Petrol,50000,180000.0
704,Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,Petrol,68000,140000.0
705,Ford EcoSport Trend 1.5L TDCi,Ford,2014,Petrol,16000,400000.0
706,Maruti Suzuki Swift Dzire VDi,Maruti,2016,Diesel,51000,499000.0
707,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,Petrol,56000,85000.0
708,Maruti Suzuki Zen LX BSII,Maruti,2004,Petrol,100000,70000.0
709,Renault Duster RxL Petrol,Renault,2015,Petrol,36000,550000.0
710,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,Petrol,11523,370000.0
711,Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,Petrol,1000,690000.0
712,Honda WR V S MT Petrol,Honda,2009,Petrol,60000,250000.0
713,Tata Indigo CS eLX BS IV,Tata,2016,Diesel,85000,110000.0
714,Renault Duster 110 PS RxL Diesel,Renault,2013,Diesel,38600,490000.0
715,Mahindra Scorpio LX BS III,Mahindra,2009,Diesel,95500,320000.0
716,Maruti Suzuki Zen LXi BS III,Maruti,2004,Petrol,56000,68000.0
717,Maruti Suzuki Wagon R LXi BS III,Maruti,2014,Petrol,37458,130000.0
718,Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,Diesel,85960,970000.0
719,Audi A3 Cabriolet 40 TFSI,Audi,2015,Petrol,12516,3100000.0
